age,attrition,businesstravel,dailyrate($),department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate($),jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome($),monthlyrate($),numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome($),datebirth,salary($),roledepartament,numberchildren,remotework,salary
34,yes,travel frequently,1032.4872861766066, human resources ,23,3,,1,909,2,1,129.06091077207583,3,3, human resources ,1,divorced,8339.32,21682.23,9,,yes,15,3,3,part time,3,,2,3,3,,0,2,,1989,100071.84, human resources     human resources ,,False,
42,no,,290.03550973654063,,5,2,other,1,910,2,0,36.25443871706758,3,1, laboratory technician ,3,married,2342.59,6090.75,4,,no,17,3,4,part time,1,,4,,2,,2,0,2342.59,1981,28111.13,,,True,
22,yes,,401.7619047619048, research & development ,25,1,technical degree,1,911,3,0,50.220238095238095,2,1, laboratory technician ,3,single,3245.0,8437.0,5,y,no,16,3,3,full time,0,4.0,3,3,2,,1,2,3245.0,2001,38940.0, laboratory technician     research & development ,,True,
29,no,travel rarely,439.73015873015873,,19,3,technical degree,1,912,4,0,54.96626984126984,3,2, manufacturing director ,4,divorced,3551.6666666666665,9234.33,4,y,no,12,3,2,part time,2,8.0,2,4,3,2,1,2,,1994,42620.0,,,True,
46,no,travel frequently,1086.1190476190477, research & development ,18,1,medical,1,913,1,1,135.76488095238096,3,3, healthcare representative ,3,married,8772.5,22808.5,5,,no,11,3,4,,0,,3,2,2,,1,2,,1977,105270.0, healthcare representative     research & development ,,True,
32,yes,,556.2566609977324, sales ,11,4,other,1,914,4,0,69.53208262471655,4,2, sales executive ,3,unknown,4492.8425,11681.39,8,,,12,3,4,part time,0,,2,3,4,,1,2,,1991,53914.11, sales executive     sales ,,True,
24,no,,247.6190476190476,,24,3,medical,1,915,4,0,30.95238095238095,3,1, sales representative ,4,unknown,2000.0,5200.0,0,,no,13,3,3,,2,3.0,3,3,2,,2,1,2000.0,1999,24000.0,,,False,24000.0
35,no,travel rarely,379.78571428571433,,25,2,,1,916,1,0,47.47321428571429,2,2, laboratory technician ,4,single,3067.5,7975.5,4,y,no,14,3,4,part time,0,,3,3,3,,0,2,,1988,36810.0,,,False,
42,no,,556.2566609977324,,2,4,life sciences,1,917,3,1,69.53208262471655,3,2, healthcare representative ,4,married,4492.84,11681.39,1,y,no,13,3,2,part time,2,10.0,4,3,10,,2,2,4492.84,1981,53914.11,,,True,
48,no,travel rarely,1582.7713464696226,,1,4,,1,918,4,1,197.8464183087028,2,4, manager ,1,married,12783.9225,33238.2,7,,no,11,3,1,full time,1,21.0,3,1,3,,0,2,,1975,153407.07,,,True,
44,no,travel rarely,556.2566609977324,,1,4,,1,919,1,1,69.53208262471655,2,2, human resources ,3,unknown,4492.84,11681.39,4,,no,11,,2,part time,0,10.0,1,4,2,2,0,2,4492.84,1979,53914.11,,,True,
34,no,,290.03550973654063, sales ,14,3,,1,920,3,1,36.25443871706758,3,1, sales representative ,3,unknown,2342.59,6090.75,1,,yes,18,3,4,part time,2,8.0,3,3,8,,0,6,2342.59,1989,28111.13, sales representative     sales ,,True,
21,no,,355.6428571428571,,22,1,technical degree,1,921,3,0,44.45535714285714,3,1, sales representative ,3,unknown,2872.5,7468.5,1,,,11,,3,full time,0,,2,3,3,,1,2,2872.5,2002,34470.0,,,True,
44,no,travel rarely,2013.246031746032,,3,4,,1,922,4,0,251.655753968254,3,5, manager ,4,unknown,16260.83,42278.17,4,y,,12,3,1,,1,26.0,2,4,2,,0,1,16260.83,1979,195129.96,,,True,195129.96
22,no,travel rarely,290.03550973654063,,6,1,medical,1,923,1,0,36.25443871706758,3,1, research scientist ,3,married,2342.59,6090.75,0,y,,20,4,4,part time,0,,3,3,2,,2,2,2342.59,2001,28111.13,,,True,
26,no,travel rarely,274.3412698412698,,6,3,,1,924,3,1,34.29265873015873,3,1, laboratory technician ,4,unknown,2215.83,5761.17,1,y,yes,13,,3,,1,,2,3,3,,0,2,2215.83,1997,26589.96,,,False,26589.96
36,no,,912.7857142857142,,9,2,medical,1,925,2,0,114.09821428571428,2,2, manufacturing director ,2,unknown,7372.5,19168.5,2,y,yes,11,3,3,full time,1,13.0,2,3,3,,0,2,7372.5,1987,88470.0,,,True,
27,no,,210.9920634920635,,3,4,medical,1,926,1,0,26.374007936507937,2,1, research scientist ,4,single,1704.1666666666667,4430.83,0,y,,13,3,4,part time,0,5.0,0,3,4,,1,1,,1996,20450.0,,,True,
23,no,travel rarely,290.03550973654063,,4,3,,1,927,1,0,36.25443871706758,4,1, research scientist ,1,unknown,2342.59,6090.75,2,,,16,3,1,part time,1,5.0,3,4,3,,0,2,2342.59,2000,28111.13,,,False,
25,no,,500.5,,8,3,life sciences,1,928,4,0,62.5625,4,2, sales executive ,2,unknown,4042.5,10510.5,0,,no,22,4,3,part time,1,4.0,4,3,3,,1,2,4042.5,1998,48510.0,,,False,
48,no,,837.7777777777778,,14,1,,1,929,14,0,104.72222222222224,4,2, sales executive ,2,married,6766.666666666667,17593.33,3,y,,12,3,4,full time,0,,3,3,2,,2,2,,1975,81200.0,,,True,
24,yes,travel rarely,472.23015873015873,,3,2,life sciences,1,930,1,1,59.02876984126984,3,2, sales executive ,3,single,3814.17,9916.83,9,,no,14,3,1,part time,0,,3,3,2,,2,0,3814.17,1999,45770.0,,,True,
60,no,travel rarely,557.6587301587302,,16,4,,1,931,1,0,69.70734126984128,3,2, sales executive ,1,single,4504.166666666667,11710.83,8,y,no,14,3,4,full time,0,10.0,1,3,2,,2,2,,1963,54050.0,,,False,
50,no,,290.03550973654063,,8,4,marketing,1,932,4,0,36.25443871706758,3,1, sales representative ,2,married,2342.59,6090.75,7,,no,15,3,4,part time,1,4.0,2,3,2,,2,2,2342.59,1973,28111.13,,,True,
44,no,non travel,382.57142857142856,,24,3,,1,933,1,0,47.82142857142857,1,1, laboratory technician ,3,single,3090.0,8034.0,2,,,14,3,3,full time,0,9.0,5,3,5,,1,4,,1979,37080.0,,,False,
47,no,travel frequently,1420.7142857142858,,3,3,,1,934,4,1,177.58928571428572,3,4, sales executive ,3,divorced,11475.0,29835.0,9,y,yes,12,3,4,full time,2,28.0,2,2,22,,11,13,11475.0,1976,137700.0,,,True,
42,yes,,290.03550973654063,,19,3,,1,935,3,0,36.25443871706758,4,1, research scientist ,3,divorced,2342.59,6090.75,6,,,12,3,4,part time,0,,2,3,2,,2,2,2342.59,1981,28111.13,,,True,
43,no,travel frequently,556.2566609977324,,15,3,life sciences,1,936,4,0,69.53208262471655,2,2, sales executive ,4,married,4492.84,11681.39,3,y,,18,,3,part time,1,7.0,5,3,2,,2,2,4492.84,1980,53914.11,,,True,
40,no,,290.03550973654063,,2,1,,1,937,4,1,36.25443871706758,2,1, research scientist ,4,single,2342.59,6090.75,0,,,20,4,4,part time,0,5.0,2,2,4,,2,3,2342.59,1983,28111.13,,,False,
29,no,,236.9920634920635, sales ,10,3,,1,938,4,0,29.624007936507937,3,1, sales representative ,2,unknown,1914.17,4976.83,1,y,no,14,3,4,,2,,2,3,2,,2,2,1914.17,1994,22970.04, sales representative     sales ,,False,22970.04
53,no,,252.7777777777778,,6,3,,1,939,4,0,31.597222222222225,3,2, laboratory technician ,4,single,2041.67,5308.33,2,y,,17,3,4,part time,0,19.0,4,3,2,,2,2,2041.67,1970,24500.0,,,False,
23,no,travel rarely,290.03550973654063, research & development ,12,1,medical,1,940,1,0,36.25443871706758,4,1, research scientist ,3,single,2342.59,6090.75,1,y,,18,3,4,part time,0,,3,3,2,,0,2,2342.59,2000,28111.13, research scientist     research & development ,,False,
55,yes,,1973.9841269841268,,2,3,medical,1,941,4,0,246.74801587301585,3,5, manager ,1,unknown,15943.72,41453.67,5,,yes,13,3,4,,1,24.0,2,3,5,,1,4,15943.72,1968,191324.63999999998,,,False,191324.63999999998
26,no,travel frequently,290.03550973654063,,1,2,life sciences,1,942,1,1,36.25443871706758,1,1, laboratory technician ,4,unknown,2342.59,6090.75,3,,no,14,3,1,part time,1,,2,3,2,,2,0,2342.59,1997,28111.13,,,True,
34,no,travel rarely,290.03550973654063,,1,4,,1,943,2,1,36.25443871706758,4,1, research scientist ,4,single,2342.59,6090.75,2,,no,16,3,3,,0,,2,3,4,,1,3,2342.59,1989,28111.08,,,False,28111.08
27,no,,447.984126984127,,8,1,marketing,1,944,3,0,55.99801587301587,3,2, sales executive ,4,married,3618.33,9407.67,0,y,,19,3,2,part time,1,5.0,3,3,4,,1,1,3618.33,1996,43420.0,,,True,
35,no,travel rarely,265.3650793650794,,8,4,,1,945,1,1,33.170634920634924,3,1, sales representative ,4,unknown,2143.33,5572.67,1,,no,16,3,2,,1,3.0,1,2,3,,0,2,2143.33,1988,25719.96,,,True,25719.96
30,no,travel rarely,290.03550973654063,,18,3,,1,946,4,0,36.25443871706758,1,1, laboratory technician ,3,married,2342.59,6090.75,3,y,no,21,,3,part time,2,7.0,2,3,2,,0,2,2342.59,1993,28111.13,,,True,
34,no,,670.6349206349207,,8,2,,1,947,3,1,83.82936507936509,3,2, sales executive ,1,unknown,5416.67,14083.33,5,y,no,17,3,2,,1,,1,3,3,,1,2,5416.67,1989,65000.04,,,True,65000.04
52,no,travel rarely,324.8968253968254, research & development ,25,4,life sciences,1,948,25,1,40.61210317460318,3,2, laboratory technician ,3,unknown,2624.17,6822.83,8,y,,20,4,2,part time,1,9.0,3,3,5,,1,4,2624.17,1971,31490.0, laboratory technician     research & development ,,True,
33,yes,travel rarely,549.3015873015873,,16,3,marketing,1,949,1,1,68.66269841269842,3,2, sales executive ,1,single,4436.67,11535.33,5,y,,15,3,3,part time,0,,3,3,3,,0,2,4436.67,1990,53240.0,,,False,
35,no,travel rarely,290.03550973654063, research & development ,20,4,,1,950,20,1,36.25443871706758,4,1, research scientist ,3,single,2342.5941666666668,6090.75,3,y,no,13,3,3,part time,0,7.0,0,3,2,,2,2,,1988,28111.13, research scientist     research & development ,,False,
28,yes,,452.1111111111112,,2,4,,1,951,3,0,56.5138888888889,3,1, research scientist ,3,single,3651.67,9494.33,6,y,no,17,3,4,full time,0,5.0,3,2,2,,2,1,3651.67,1995,43820.0,,,True,
36,no,travel rarely,290.03550973654063,,13,3,human resources,1,952,3,0,36.25443871706758,3,1, human resources ,2,married,2342.59,6090.75,4,y,,13,3,2,part time,1,,2,3,5,,0,4,2342.59,1987,28111.13,,,True,
34,no,travel frequently,263.4047619047619, research & development ,16,4,,1,953,3,1,32.92559523809524,2,1, research scientist ,4,single,2127.5,5531.5,1,,no,16,3,3,part time,0,6.0,3,3,5,,1,3,2127.5,1989,25530.0, research scientist     research & development ,,True,
34,no,,290.03550973654063,,3,2,,1,954,3,0,36.25443871706758,3,1, human resources ,4,unknown,2342.59,6090.75,0,,,19,3,3,,1,4.0,1,1,3,,0,2,2342.59,1989,28111.08,,,False,28111.08
44,no,travel rarely,612.1349206349206,,4,3,,1,955,4,0,76.51686507936508,3,2, healthcare representative ,2,single,4944.17,12854.83,9,y,,12,3,4,full time,0,10.0,2,2,5,,2,3,4944.17,1979,59330.0,,,True,
32,no,,454.2777777777778,,13,4,life sciences,1,956,2,0,56.78472222222223,3,2, sales executive ,4,divorced,3669.1666666666665,9539.83,2,,,11,3,3,part time,1,8.0,3,2,5,,0,3,,1991,44030.0,,,True,
53,no,,1128.1111111111113,,7,2,,1,957,1,1,141.0138888888889,2,3, sales executive ,4,married,9111.67,23690.33,7,y,yes,18,3,4,full time,1,35.0,3,3,5,,0,4,9111.67,1970,109340.0,,,False,
22,no,,556.2566609977324,,1,2,life sciences,1,958,4,0,69.53208262471655,2,2, manufacturing director ,4,unknown,4492.84,11681.39,6,,,22,4,1,part time,2,4.0,2,1,2,,2,2,4492.84,2001,53914.11,,,False,
44,no,travel rarely,290.03550973654063,,8,4,life sciences,1,959,1,0,36.25443871706758,4,1, laboratory technician ,4,unknown,2342.59,6090.75,2,,yes,24,4,3,part time,1,10.0,2,2,3,,0,2,2342.59,1979,28111.13,,,False,
35,yes,travel frequently,208.6190476190476,,25,4,life sciences,1,960,4,1,26.07738095238095,3,1, research scientist ,2,divorced,1685.0,4381.0,1,y,,19,3,1,part time,1,10.0,3,2,10,,7,8,1685.0,1988,20220.0,,,True,
25,no,,439.1111111111112,,4,1,,1,961,3,0,54.8888888888889,2,2, sales executive ,1,unknown,3546.67,9221.33,1,y,no,12,3,1,part time,0,5.0,1,4,5,,0,3,3546.67,1998,42560.0,,,False,
49,no,travel rarely,369.3650793650794,,1,3,technical degree,1,962,3,1,46.170634920634924,3,1, research scientist ,1,unknown,2983.33,7756.67,2,,no,16,3,2,,1,7.0,2,3,4,,0,2,2983.33,1974,35799.96,,,False,35799.96
24,no,non travel,290.03550973654063,,19,1,life sciences,1,963,1,0,36.25443871706758,2,1, laboratory technician ,4,unknown,2342.59,6090.75,0,,,17,3,4,part time,0,,2,2,5,,3,4,2342.59,1999,28111.13,,,False,
38,no,travel rarely,299.10317460317464, sales ,9,3,marketing,1,964,2,0,37.38789682539683,2,1, sales representative ,2,unknown,2415.83,6281.17,0,,,19,3,4,full time,1,3.0,3,3,2,,1,2,2415.83,1985,28990.0, sales representative     sales ,,True,
29,yes,travel rarely,290.03550973654063,,1,3,medical,1,965,2,1,36.25443871706758,2,1, sales representative ,3,unknown,2342.59,6090.75,6,y,yes,19,3,3,part time,3,5.0,3,3,3,,0,2,2342.59,1994,28111.13,,,False,
43,no,travel frequently,573.8571428571429,,1,3,life sciences,1,966,4,1,71.73214285714286,3,2, healthcare representative ,4,married,4635.0,12051.0,4,y,,13,3,2,,1,12.0,2,2,5,,2,2,4635.0,1980,55620.0,,,True,55620.0
28,no,travel rarely,556.2566609977324,,5,4,medical,1,967,1,0,69.53208262471655,3,2, sales executive ,4,single,4492.8425,11681.39,1,,,14,3,2,part time,0,4.0,3,3,4,,0,2,,1995,53914.11,,,False,
20,yes,travel rarely,290.03550973654063,,2,3,,1,968,3,1,36.25443871706758,2,1, sales representative ,3,single,2342.59,6090.75,1,y,,13,3,4,part time,0,2.0,3,2,2,,0,2,2342.59,2003,28111.13,,,True,
47,no,,290.03550973654063,,2,4,life sciences,1,969,4,1,36.25443871706758,2,1, sales representative ,4,single,2342.59,6090.75,1,,yes,18,3,1,,0,3.0,3,2,3,,1,2,2342.59,1976,28111.08,,,True,28111.08
22,yes,travel rarely,556.2566609977324,,3,1,life sciences,1,970,2,1,69.53208262471655,3,2, manufacturing director ,3,married,4492.84,11681.39,0,y,yes,19,3,1,part time,1,4.0,3,4,3,,0,2,4492.84,2001,53914.11,,,True,
28,no,,245.2460317460317,,9,3,medical,1,971,3,1,30.65575396825396,3,1, research scientist ,3,divorced,1980.83,5150.17,5,,no,18,3,2,part time,1,6.0,2,3,2,,2,2,1980.83,1995,23770.0,,,True,
39,yes,,248.031746031746, research & development ,6,3,medical,1,972,4,0,31.00396825396825,3,1, laboratory technician ,1,married,2003.3333333333333,5208.67,7,,,21,4,4,part time,0,,2,1,2,,2,2,,1984,24040.0, laboratory technician     research & development ,,True,
33,no,travel rarely,288.7857142857143, research & development ,1,4,,1,973,3,0,36.098214285714285,2,1, research scientist ,1,single,2332.5,6064.5,3,y,,11,3,2,part time,0,,1,3,3,,0,2,2332.5,1990,27990.0, research scientist     research & development ,,False,
36,no,travel rarely,290.03550973654063, research & development ,7,4,other,1,974,2,0,36.25443871706758,3,1, research scientist ,4,single,2342.59,6090.75,2,y,,18,3,3,part time,0,8.0,6,3,6,,0,1,2342.59,1987,28111.13, research scientist     research & development ,,True,
35,no,travel rarely,556.2566609977324,,48,3,,1,975,3,1,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,1,,,16,3,2,,0,5.0,3,3,5,,1,0,4492.84,1988,53914.08,,,True,53914.08
31,yes,,290.03550973654063,,9,2,medical,1,976,3,0,36.25443871706758,2,1, research scientist ,1,single,2342.5941666666668,6090.75,0,,yes,22,4,1,part time,0,4.0,0,3,3,,1,2,,1992,28111.13,,,False,
33,no,travel rarely,356.1587301587302,,13,1,life sciences,1,977,2,1,44.51984126984127,3,1, research scientist ,4,single,2876.67,7479.33,3,y,,18,3,1,full time,0,5.0,4,3,3,,0,2,2876.67,1990,34520.0,,,False,
27,no,,290.0238095238095,,24,4,,1,978,24,1,36.25297619047619,3,1, laboratory technician ,2,married,2342.5,6090.5,9,y,no,14,3,2,part time,1,4.0,2,3,2,,2,2,2342.5,1996,28110.0,,,False,
30,yes,travel rarely,290.03550973654063,,22,3,,1,979,1,1,36.25443871706758,3,1, research scientist ,3,married,2342.5941666666668,6090.75,4,y,,11,3,2,part time,0,,2,,5,,0,1,,1993,28111.13,,,True,
24,no,,451.5952380952381,,17,1,medical,1,980,4,1,56.44940476190476,2,2, manufacturing director ,3,divorced,3647.5,9483.5,1,y,no,15,3,2,part time,2,5.0,6,3,4,,3,2,3647.5,1999,43770.0,,,False,
35,yes,travel rarely,290.03550973654063, research & development ,14,4,other,1,981,3,0,36.25443871706758,2,1, laboratory technician ,2,divorced,2342.59,6090.75,1,y,yes,24,4,4,part time,1,5.0,2,1,4,,0,2,2342.59,1988,28111.13, laboratory technician     research & development ,,False,
30,yes,,290.03550973654063,,5,3,,1,982,2,1,36.25443871706758,3,1, laboratory technician ,2,unknown,2342.59,6090.75,0,,,17,3,1,part time,0,4.0,3,3,3,,1,2,2342.59,1993,28111.13,,,True,
48,no,travel rarely,437.4603174603175, research & development ,6,3,,1,983,1,0,54.68253968253969,2,2, healthcare representative ,3,unknown,3533.33,9186.67,2,y,no,13,3,4,,0,19.0,0,3,2,,2,2,3533.33,1975,42399.96, healthcare representative     research & development ,,True,42399.96
41,no,travel rarely,556.2566609977324,,7,2,medical,1,984,4,1,69.53208262471655,3,2, manufacturing director ,3,unknown,4492.84,11681.39,6,y,,14,3,2,,0,8.0,6,3,2,,2,1,4492.84,1982,53914.08,,,False,53914.08
27,no,,436.1190476190477, research & development ,2,4,,1,985,1,1,54.51488095238096,3,2, manufacturing director ,4,unknown,3522.5,9158.5,0,y,,18,3,2,part time,1,,2,,3,,2,2,3522.5,1996,42270.0, manufacturing director     research & development ,,True,
35,no,travel rarely,404.1349206349206, research & development ,10,3,other,1,986,2,0,50.516865079365076,3,1, laboratory technician ,4,unknown,3264.17,8486.83,1,,no,20,4,1,full time,1,3.0,4,2,3,,1,2,3264.17,1988,39170.0, laboratory technician     research & development ,,False,
26,yes,non travel,512.6746031746031,,29,2,medical,1,987,2,0,64.08432539682539,1,2, sales executive ,1,single,4140.833333333333,10766.17,8,y,no,18,3,4,part time,0,,6,3,2,,2,2,,1997,49690.0,,,True,
33,no,non travel,290.03550973654063, sales ,8,1,life sciences,1,988,2,1,36.25443871706758,2,1, sales representative ,4,unknown,2342.5941666666668,6090.75,0,y,,19,3,4,part time,0,,2,2,2,,2,2,,1990,28111.13, sales representative     sales ,,False,
26,yes,,210.6825396825397,,2,3,life sciences,1,989,1,0,26.335317460317462,3,1, research scientist ,1,married,1701.67,4424.33,6,y,,14,3,2,part time,1,6.0,2,3,3,,1,2,1701.67,1997,20420.0,,,True,
38,no,travel frequently,291.05555555555554,,3,4,,1,990,3,0,36.38194444444444,3,1, research scientist ,3,unknown,2350.83,6112.17,3,y,no,16,3,1,,1,8.0,2,3,2,,2,2,2350.83,1985,28209.96,,,False,28209.96
46,no,,1973.9841269841268,,47,4,medical,1,991,47,0,246.74801587301585,3,5, research director ,4,unknown,15943.718333333332,41453.67,9,,no,17,3,4,full time,2,23.0,0,3,2,,2,2,,1977,191324.62,,,True,
20,yes,,290.03550973654063,,9,3,marketing,1,992,4,1,36.25443871706758,3,1, sales representative ,4,single,2342.59,6090.75,1,y,yes,14,3,2,part time,0,2.0,3,3,2,,0,2,2342.59,2003,28111.13,,,True,
30,no,,1027.309523809524,,20,3,other,1,993,20,0,128.4136904761905,3,2, manufacturing director ,1,married,8297.5,21573.5,0,,,15,3,3,,1,7.0,1,2,6,,0,2,8297.5,1993,99570.0,,,False,99570.0
27,no,non travel,290.03550973654063,,8,5,,1,994,1,0,36.25443871706758,1,1, laboratory technician ,3,married,2342.59,6090.75,1,,,19,3,4,part time,3,3.0,4,,3,,1,2,2342.59,1996,28111.13,,,False,
55,no,,1032.4872861766066,,2,1,,1,995,4,0,129.06091077207583,3,3, manufacturing director ,2,married,8339.32,21682.23,3,,no,18,3,2,part time,1,23.0,4,3,3,,1,2,,1968,100071.84,,,True,
33,no,travel rarely,1032.4872861766066,,5,3,life sciences,1,996,4,0,129.06091077207583,2,3, healthcare representative ,4,unknown,8339.32,21682.23,4,,no,15,3,3,,1,,2,3,3,,1,2,8339.32,1990,100071.84,,,True,
28,no,,227.7063492063492,,15,2,life sciences,1,997,1,0,28.46329365079365,3,1, laboratory technician ,3,unknown,1839.17,4781.83,1,,no,16,3,4,,1,4.0,5,2,4,,2,2,1839.17,1995,22070.0,,,True,
34,no,,800.2222222222223,,3,1,life sciences,1,998,1,0,100.02777777777779,3,2, healthcare representative ,4,unknown,6463.33,16804.67,0,y,no,17,3,3,,0,,1,2,6,,0,4,6463.33,1989,77559.95999999999,,,True,77559.95999999999
33,yes,,290.03550973654063,,25,3,medical,1,999,1,0,36.25443871706758,2,1, research scientist ,2,single,2342.59,6090.75,4,,yes,20,4,2,part time,0,5.0,0,3,2,,2,2,2342.59,1990,28111.13,,,False,
33,no,,556.2566609977324,,7,3,life sciences,1,1000,4,1,69.53208262471655,3,2, sales executive ,2,married,4492.84,11681.39,0,y,no,17,3,3,part time,1,4.0,3,3,3,,0,2,4492.84,1990,53914.11,,,False,
21,no,,213.57142857142856,,1,1,,1,1001,4,1,26.69642857142857,2,1, research scientist ,2,single,1725.0,4485.0,1,y,yes,11,3,3,part time,0,2.0,6,4,2,,2,2,,2002,20700.0,,,True,
31,no,travel frequently,287.96031746031747,,20,3,,1,1002,3,0,35.995039682539684,4,1, sales representative ,4,married,2325.8333333333335,6047.17,0,,no,12,,1,,1,3.0,4,3,2,,2,2,,1992,27910.0,,,True,
35,no,,556.2566609977324,,11,2,marketing,1,1003,4,0,69.53208262471655,3,2, sales executive ,4,divorced,4492.84,11681.39,1,,,11,3,4,,1,5.0,3,3,5,,0,2,4492.84,1988,53914.08,,,True,53914.08
34,no,,556.2566609977324,,2,2,,1,1004,4,0,69.53208262471655,3,2, manufacturing director ,3,single,4492.84,11681.39,2,,no,11,3,4,,0,,3,,3,,0,2,4492.84,1989,53914.08,,,True,53914.08
33,yes,,848.5079365079365,,9,4,,1,1005,1,1,106.06349206349206,3,2, sales executive ,1,single,6853.333333333333,17818.67,0,,,17,3,1,full time,0,6.0,3,3,5,,0,3,,1990,82240.0,,,False,
31,yes,,269.2857142857143, research & development ,15,3,medical,1,1006,3,0,33.660714285714285,3,1, laboratory technician ,3,unknown,2175.0,5655.0,1,,no,12,3,3,part time,1,,5,2,2,,2,2,,1992,26100.0, laboratory technician     research & development ,,True,
37,no,travel rarely,591.2936507936508,,25,2,,1,1007,3,1,73.91170634920636,2,2, healthcare representative ,4,unknown,4775.83,12417.17,7,y,no,13,3,3,full time,2,9.0,2,3,6,,1,3,4775.83,1986,57310.0,,,True,
27,no,travel rarely,261.96031746031747,,6,3,,1,1008,4,0,32.745039682539684,2,1, research scientist ,3,married,2115.8333333333335,5501.17,1,y,no,13,,3,part time,1,4.0,0,3,4,2,2,2,,1996,25390.0,,,True,
35,no,travel frequently,245.1428571428572,,4,4,other,1,1009,4,0,30.642857142857142,2,1, laboratory technician ,4,married,1980.0,5148.0,1,,,13,3,2,part time,1,2.0,2,4,2,,2,2,,1988,23760.0,,,True,
56,no,,1973.9841269841268,,4,4,,1,1010,4,1,246.74801587301585,3,5, manager ,1,divorced,15943.72,41453.67,4,y,no,13,3,4,full time,1,28.0,2,3,5,,4,2,15943.72,1967,191324.62,,,True,
45,no,,290.03550973654063, research & development ,7,3,medical,1,1011,1,1,36.25443871706758,3,1, research scientist ,3,unknown,2342.59,6090.75,4,,yes,19,3,3,part time,1,,2,,3,,0,2,2342.59,1978,28111.13, research scientist     research & development ,,True,
20,no,travel rarely,290.03550973654063,,3,3,,1,1012,1,0,36.25443871706758,2,1, laboratory technician ,3,single,2342.59,6090.75,1,,,12,3,1,part time,0,2.0,2,2,2,,1,2,2342.59,2003,28111.13,,,True,
50,no,travel frequently,1582.7713464696226,,2,3,,1,1013,4,1,197.84641830870282,3,4, manager ,1,unknown,12783.92,33238.2,2,,no,22,4,3,full time,1,,3,,2,,2,2,12783.92,1973,153407.07,,,True,
46,no,,1968.6746031746031,,15,2,life sciences,1,1014,4,0,246.0843253968254,3,5, research director ,2,unknown,15900.833333333334,41342.17,5,y,,11,3,1,full time,1,25.0,2,3,4,,0,3,,1977,190810.0,,,True,
32,no,,283.0079365079365,,13,3,other,1,1015,3,1,35.37599206349206,2,1, laboratory technician ,2,married,2285.8333333333335,5943.17,1,y,no,20,4,3,part time,1,2.0,2,3,2,,2,2,,1991,27430.0,,,True,
35,no,,1032.4872861766066,,8,2,,1,1016,3,1,129.06091077207583,2,3, sales executive ,4,married,8339.32,21682.23,4,,,11,3,2,part time,1,16.0,6,2,13,,4,12,8339.32,1988,100071.84,,,False,
29,no,,387.936507936508,,1,3,life sciences,1,1017,1,1,48.49206349206349,3,1, research scientist ,4,divorced,3133.33,8146.67,1,y,no,15,3,1,full time,3,3.0,5,,3,,1,2,3133.33,1994,37600.0,,,True,
21,yes,travel frequently,290.03550973654063,,10,2,,1,1018,1,1,36.25443871706758,2,1, laboratory technician ,3,unknown,2342.59,6090.75,1,,,20,4,3,,0,2.0,2,1,2,,2,2,2342.59,2002,28111.08,,,True,28111.08
34,no,travel rarely,468.2063492063493,,2,3,marketing,1,1019,3,1,58.52579365079366,3,2, sales executive ,1,unknown,3781.67,9832.33,0,,,12,3,4,part time,0,4.0,3,3,3,,0,2,3781.67,1989,45380.0,,,True,
28,no,,290.03550973654063,,1,4,medical,1,1020,4,0,36.25443871706758,3,1, laboratory technician ,3,single,2342.59,6090.75,0,,yes,11,3,3,part time,0,,2,2,4,,0,2,2342.59,1995,28111.13,,,False,
35,no,travel rarely,290.03550973654063,,6,1,life sciences,1,1021,3,0,36.25443871706758,3,1, research scientist ,3,married,2342.59,6090.75,0,,yes,14,,4,part time,0,4.0,3,3,3,,2,2,2342.59,1988,28111.13,,,False,
28,no,travel frequently,398.97619047619054,,2,3,life sciences,1,1022,4,0,49.87202380952382,2,1, laboratory technician ,4,married,3222.5,8378.5,1,,,12,3,2,full time,1,,2,3,2,,2,2,,1995,38670.0,,,False,
28,no,travel rarely,214.60317460317464,,1,3,technical degree,1,1023,4,0,26.82539682539683,3,1, research scientist ,1,single,1733.33,4506.67,2,y,,11,3,2,part time,0,5.0,2,2,3,,1,2,1733.33,1995,20800.0,,,False,
25,no,,216.25396825396828, research & development ,1,3,medical,1,1024,4,1,27.031746031746035,3,1, research scientist ,2,single,1746.6666666666667,4541.33,1,y,,18,3,4,part time,0,,3,2,2,,2,1,,1998,20960.0, research scientist     research & development ,,False,
58,no,,290.03550973654063,,23,4,life sciences,1,1025,1,0,36.25443871706758,3,1, research scientist ,3,unknown,2342.59,6090.75,1,y,,12,3,4,part time,2,,3,3,2,,2,2,2342.59,1965,28111.13,,,True,
39,yes,,402.7936507936508,,23,3,medical,1,1026,3,0,50.34920634920635,3,1, research scientist ,1,single,3253.33,8458.67,0,y,,13,3,1,full time,0,6.0,2,3,5,,0,3,3253.33,1984,39040.0,,,False,
