age,attrition,businesstravel,dailyrate($),department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate($),jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome($),monthlyrate($),numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome($),datebirth,salary($),roledepartament,numberchildren,remotework,edad_temp
39,no,unknown,1032.4872861766066, research & development ,10,1,medical,1,772,3,male,129.06091077207583,3,3, research director ,3,single,8339.32,21682.23,7,True,unknown,21,4,3,part time,0,,3,3,4,,2,2,8339.32,1970-01-01 00:00:00.000001984,100071.84, research director     research & development ,,True,55
40,no,unknown,348.42063492063494,unknown,2,2,life sciences,1,773,3,female,43.55257936507937,3,1, laboratory technician ,1,married,2814.1666666666665,7316.83,4,True,unknown,17,3,4,full time,1,7.0,5,2,4,,0,2,2814.1666666666665,1970-01-01 00:00:00.000001983,33770.0,unknown,,True,55
37,yes,travel rarely,434.67460317460313,unknown,10,4,unknown,1,774,4,male,54.33432539682539,3,2, manufacturing director ,1,single,3510.8333333333335,9128.17,1,True,unknown,15,3,2,part time,0,10.0,4,3,10,,0,8,3510.8333333333335,1970-01-01 00:00:00.000001986,42130.0,unknown,,True,55
40,no,unknown,671.9761904761905,unknown,1,3,unknown,1,775,3,female,83.99702380952381,3,2, healthcare representative ,4,unknown,5427.5,14111.5,4,True,unknown,17,3,4,full time,1,12.0,3,3,5,,0,3,5427.5,1970-01-01 00:00:00.000001983,65130.0,unknown,,True,55
26,no,travel rarely,556.2566609977324, sales ,10,3,unknown,1,776,3,male,69.53208262471655,3,2, sales executive ,4,unknown,4492.84,11681.39,1,True,no,13,3,1,unknown,0,,4,3,5,,1,2,4492.84,1970-01-01 00:00:00.000001997,53914.08, sales executive     sales ,,False,55
42,no,unknown,290.03550973654063,unknown,10,4,technical degree,1,777,3,male,36.25443871706758,3,1, research scientist ,3,married,2342.59,6090.75,3,True,no,22,4,2,part time,2,10.0,1,2,6,,3,3,2342.59,1970-01-01 00:00:00.000001981,28111.13,unknown,,False,55
34,no,travel rarely,1032.4872861766066,unknown,4,3,unknown,1,778,3,male,129.06091077207583,3,3, sales executive ,4,married,8339.32,21682.23,2,True,yes,13,3,4,part time,3,9.0,3,3,5,,1,0,8339.32,1970-01-01 00:00:00.000001989,100071.84,unknown,,True,55
37,no,travel rarely,442.0,unknown,7,4,medical,1,779,4,male,55.25,3,2, research scientist ,1,unknown,3570.0,9282.0,5,True,unknown,22,4,3,part time,1,16.0,2,3,5,,0,4,3570.0,1970-01-01 00:00:00.000001986,42840.0,unknown,,True,55
27,no,unknown,229.66666666666663,unknown,2,4,technical degree,1,780,2,male,28.70833333333333,3,1, research scientist ,2,unknown,1855.0,4823.0,1,True,no,11,3,3,part time,1,6.0,3,2,5,,1,2,1855.0,1970-01-01 00:00:00.000001996,22260.0,unknown,,False,55
35,no,travel rarely,573.7539682539682,unknown,18,4,unknown,1,781,2,male,71.71924603174602,3,2, sales executive ,1,unknown,4634.17,12048.83,0,True,unknown,16,3,4,full time,1,,2,1,5,,0,4,4634.17,1970-01-01 00:00:00.000001988,55610.0,unknown,,True,55
28,no,non travel,221.2063492063492,unknown,16,3,medical,1,782,3,male,27.65079365079365,3,1, research scientist ,3,single,1786.67,4645.33,1,True,no,14,3,3,unknown,0,5.0,3,2,5,,1,4,1786.67,1970-01-01 00:00:00.000001995,21440.04,unknown,,True,55
29,no,unknown,554.3571428571429,unknown,1,3,life sciences,1,783,1,male,69.29464285714286,3,2, healthcare representative ,1,married,4477.5,11641.5,0,True,no,12,3,1,part time,1,6.0,5,2,5,,0,2,4477.5,1970-01-01 00:00:00.000001994,53730.0,unknown,,False,55
54,no,unknown,298.8968253968254, research & development ,9,2,unknown,1,784,1,female,37.36210317460318,3,2, research scientist ,3,married,2414.17,6276.83,3,True,no,11,3,3,part time,2,9.0,6,2,4,,2,3,2414.17,1970-01-01 00:00:00.000001969,28970.0, research scientist     research & development ,,False,55
24,no,travel rarely,556.2566609977324,unknown,41,2,life sciences,1,785,4,male,69.53208262471655,2,2, healthcare representative ,3,single,4492.84,11681.39,1,True,no,12,3,2,unknown,0,4.0,2,2,4,,1,2,4492.84,1970-01-01 00:00:00.000001999,53914.08,unknown,,True,55
38,no,travel frequently,548.9920634920635,unknown,6,4,unknown,1,786,1,male,68.62400793650794,2,2, manufacturing director ,3,married,4434.17,11528.83,2,True,no,11,3,4,unknown,1,10.0,1,3,8,,7,7,4434.17,1970-01-01 00:00:00.000001985,53210.04,unknown,,False,55
42,no,unknown,558.1746031746031,unknown,18,4,unknown,1,787,4,male,69.77182539682539,3,2, research scientist ,1,unknown,4508.333333333333,11721.67,6,True,unknown,17,3,3,full time,1,9.0,3,2,4,,1,2,4508.333333333333,1970-01-01 00:00:00.000001981,54100.0,unknown,,True,55
41,no,unknown,287.031746031746,unknown,1,3,life sciences,1,788,4,male,35.87896825396825,3,1, research scientist ,4,unknown,2318.3333333333335,6027.67,3,True,no,22,3,1,part time,1,,3,3,5,,1,0,2318.3333333333335,1970-01-01 00:00:00.000001982,27820.0,unknown,,True,55
25,no,travel rarely,556.2566609977324,unknown,8,2,unknown,1,789,1,female,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,0,True,yes,22,4,2,part time,1,6.0,3,2,5,,0,4,4492.84,1970-01-01 00:00:00.000001998,53914.11,unknown,,True,55
44,no,unknown,290.03550973654063,unknown,1,3,medical,1,790,2,male,36.25443871706758,3,1, research scientist ,4,single,2342.5941666666668,6090.75,6,True,yes,12,3,3,part time,0,6.0,2,3,4,,1,2,2342.5941666666668,1970-01-01 00:00:00.000001979,28111.13,unknown,,True,55
50,yes,unknown,556.2566609977324,unknown,1,4,unknown,1,791,2,male,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,7,True,no,12,3,4,part time,2,12.0,3,3,6,,0,1,4492.84,1970-01-01 00:00:00.000001973,53914.11,unknown,,True,55
36,no,unknown,556.2566609977324, sales ,11,4,marketing,1,792,2,female,69.53208262471655,2,2, sales executive ,4,married,4492.84,11681.39,4,True,no,13,3,1,part time,1,8.0,2,2,6,,0,0,4492.84,1970-01-01 00:00:00.000001987,53914.11, sales executive     sales ,,False,55
45,no,unknown,500.3968253968254,unknown,20,3,unknown,1,793,4,female,62.54960317460318,3,2, sales executive ,3,unknown,4041.6666666666665,10508.33,8,True,no,15,3,3,part time,0,,3,3,5,,0,1,4041.6666666666665,1970-01-01 00:00:00.000001978,48500.0,unknown,,True,55
40,no,unknown,206.4523809523809,unknown,2,4,unknown,1,794,3,female,25.806547619047613,3,1, research scientist ,3,married,1667.5,4335.5,2,True,unknown,14,3,2,unknown,3,20.0,2,3,5,,0,2,1667.5,1970-01-01 00:00:00.000001983,20010.0,unknown,,True,55
35,no,travel rarely,290.03550973654063,unknown,1,4,unknown,1,795,3,female,36.25443871706758,1,1, research scientist ,4,married,2342.59,6090.75,1,True,no,12,3,4,part time,1,4.0,5,3,4,,1,1,2342.59,1970-01-01 00:00:00.000001988,28111.13,unknown,,True,55
29,no,travel rarely,556.2566609977324,unknown,13,2,other,1,796,4,male,69.53208262471655,2,2, laboratory technician ,2,unknown,4492.84,11681.39,4,True,unknown,13,3,1,part time,1,10.0,2,3,4,,0,3,4492.84,1970-01-01 00:00:00.000001994,53914.11,unknown,,False,55
34,no,unknown,454.3809523809524,unknown,8,3,unknown,1,797,2,male,56.79761904761905,4,2, laboratory technician ,3,unknown,3670.0,9542.0,2,True,no,12,3,1,unknown,0,,3,4,4,,1,2,3670.0,1970-01-01 00:00:00.000001989,44040.0,unknown,,True,55
27,no,travel rarely,290.03550973654063,unknown,2,1,unknown,1,798,1,male,36.25443871706758,3,1, laboratory technician ,2,married,2342.59,6090.75,9,True,no,12,3,4,part time,1,6.0,3,3,2,,2,2,2342.59,1970-01-01 00:00:00.000001996,28111.13,unknown,,False,55
31,no,unknown,290.03550973654063, research & development ,26,1,unknown,1,799,1,male,36.25443871706758,3,1, research scientist ,3,divorced,2342.5941666666668,6090.75,1,True,unknown,17,3,4,part time,1,5.0,1,2,5,,4,3,2342.5941666666668,1970-01-01 00:00:00.000001992,28111.13, research scientist     research & development ,,True,55
34,no,travel rarely,290.03550973654063,unknown,38,2,unknown,1,800,2,male,36.25443871706758,3,1, laboratory technician ,4,divorced,2342.59,6090.75,0,True,unknown,11,3,3,unknown,1,3.0,2,3,2,,1,2,2342.59,1970-01-01 00:00:00.000001989,28111.08,unknown,,True,55
28,yes,travel rarely,290.03550973654063, research & development ,24,3,life sciences,1,801,3,male,36.25443871706758,2,1, laboratory technician ,3,single,2342.5941666666668,6090.75,5,True,yes,14,3,2,part time,0,6.0,4,3,4,,0,3,2342.5941666666668,1970-01-01 00:00:00.000001995,28111.13, laboratory technician     research & development ,,True,55
32,no,travel rarely,290.03550973654063,unknown,5,2,unknown,1,802,1,male,36.25443871706758,4,1, research scientist ,2,divorced,2342.59,6090.75,0,True,yes,12,3,4,part time,2,7.0,5,2,6,,0,5,2342.59,1970-01-01 00:00:00.000001991,28111.13,unknown,,True,55
38,no,unknown,406.9206349206349, research & development ,2,3,life sciences,1,803,4,male,50.86507936507937,3,1, research scientist ,4,single,3286.67,8545.33,5,True,yes,11,3,3,full time,0,6.0,3,3,3,,1,2,3286.67,1970-01-01 00:00:00.000001985,39440.0, research scientist     research & development ,,True,55
24,no,unknown,556.2566609977324,unknown,11,2,unknown,1,804,1,female,69.53208262471655,4,2, manufacturing director ,3,unknown,4492.8425,11681.39,0,True,no,18,3,4,part time,1,5.0,5,2,4,,1,3,4492.8425,1970-01-01 00:00:00.000001999,53914.11,unknown,,True,55
34,yes,unknown,305.3968253968254,unknown,6,1,unknown,1,805,2,male,38.17460317460318,3,1, research scientist ,1,single,2466.6666666666665,6413.33,2,True,no,11,3,3,full time,0,,2,3,4,,1,3,2466.6666666666665,1970-01-01 00:00:00.000001989,29600.0,unknown,,True,55
32,yes,travel frequently,290.03550973654063, research & development ,16,1,unknown,1,806,2,female,36.25443871706758,1,1, research scientist ,1,unknown,2342.5941666666668,6090.75,1,True,unknown,22,3,2,part time,0,,5,3,10,,6,7,2342.5941666666668,1970-01-01 00:00:00.000001991,28111.13, research scientist     research & development ,,False,55
46,no,travel rarely,1954.8492063492065,unknown,2,4,marketing,1,807,2,female,244.3561507936508,3,5, manager ,1,single,15789.17,41051.83,3,True,unknown,12,3,4,full time,0,22.0,2,2,2,,2,1,15789.17,1970-01-01 00:00:00.000001977,189470.0,unknown,,False,55
44,no,unknown,667.0238095238095,unknown,10,4,other,1,808,4,male,83.37797619047619,3,2, healthcare representative ,4,married,5387.5,14007.5,2,True,unknown,13,3,4,full time,0,,5,4,4,,1,3,5387.5,1970-01-01 00:00:00.000001979,64650.0,unknown,,False,55
50,yes,travel rarely,276.8174603174603,unknown,3,2,unknown,1,809,1,male,34.60218253968254,2,1, sales representative ,3,married,2235.8333333333335,5813.17,1,True,unknown,14,3,3,part time,0,3.0,2,3,3,,0,2,2235.8333333333335,1970-01-01 00:00:00.000001973,26830.0,unknown,,True,55
35,no,unknown,207.7936507936508,unknown,2,3,marketing,1,810,4,female,25.97420634920635,3,1, sales representative ,4,married,1678.33,4363.67,1,True,no,13,3,1,part time,0,2.0,3,3,2,,2,2,1678.33,1970-01-01 00:00:00.000001988,20140.0,unknown,,True,55
28,yes,unknown,355.0238095238095,unknown,5,4,unknown,1,811,3,male,44.37797619047619,3,1, laboratory technician ,3,single,2867.5,7455.5,1,True,yes,13,3,3,unknown,0,2.0,3,2,2,,2,2,2867.5,1970-01-01 00:00:00.000001995,34410.0,unknown,,True,55
26,no,unknown,556.2566609977324,unknown,22,3,unknown,1,812,2,female,69.53208262471655,2,2, sales executive ,4,married,4492.84,11681.39,7,True,yes,19,3,3,part time,1,5.0,2,2,2,,0,0,4492.84,1970-01-01 00:00:00.000001997,53914.11,unknown,,False,55
35,no,travel rarely,290.03550973654063,unknown,31,4,unknown,1,813,3,female,36.25443871706758,3,1, laboratory technician ,1,unknown,2342.5941666666668,6090.75,3,True,yes,15,3,3,part time,1,4.0,3,3,2,,2,2,2342.5941666666668,1970-01-01 00:00:00.000001988,28111.13,unknown,,False,55
35,no,unknown,290.03550973654063,unknown,31,3,medical,1,814,2,male,36.25443871706758,3,1, research scientist ,1,married,2342.59,6090.75,4,True,no,13,3,4,unknown,1,5.0,2,2,3,,1,2,2342.59,1970-01-01 00:00:00.000001988,28111.08,unknown,,True,55
37,no,travel rarely,1409.7777777777776,unknown,20,4,medical,1,815,1,male,176.2222222222222,3,3, research director ,3,unknown,11386.67,29605.33,4,True,unknown,13,3,1,full time,0,,3,4,5,,0,2,11386.67,1970-01-01 00:00:00.000001986,136640.0,unknown,,True,55
46,no,travel rarely,518.0396825396825,unknown,38,2,medical,1,816,3,male,64.75496031746032,3,2, human resources ,2,divorced,4184.17,10878.83,8,True,yes,22,4,4,part time,1,,2,3,4,,0,2,4184.17,1970-01-01 00:00:00.000001977,50210.0,unknown,,True,55
34,no,travel rarely,556.2566609977324,unknown,1,2,medical,1,817,1,male,69.53208262471655,3,2, manufacturing director ,2,married,4492.84,11681.39,1,True,no,15,3,3,part time,0,,2,3,5,,1,3,4492.84,1970-01-01 00:00:00.000001989,53914.11,unknown,,True,55
51,no,travel rarely,290.03550973654063,unknown,9,4,unknown,1,818,4,male,36.25443871706758,3,1, laboratory technician ,4,unknown,2342.5941666666668,6090.75,3,True,unknown,23,4,2,part time,2,10.0,4,3,4,,0,3,2342.5941666666668,1970-01-01 00:00:00.000001972,28111.13,unknown,,True,55
24,no,travel rarely,556.2566609977324, sales ,3,2,other,1,819,1,female,69.53208262471655,3,2, sales executive ,3,married,4492.84,11681.39,0,True,no,21,4,1,part time,1,4.0,2,2,3,,0,2,4492.84,1970-01-01 00:00:00.000001999,53914.11, sales executive     sales ,,True,55
44,no,unknown,556.2566609977324,unknown,23,3,unknown,1,820,2,male,69.53208262471655,3,2, laboratory technician ,2,married,4492.84,11681.39,4,True,unknown,12,3,3,part time,1,,3,4,3,,1,2,4492.84,1970-01-01 00:00:00.000001979,53914.11,unknown,,True,55
37,yes,travel rarely,290.03550973654063,unknown,6,4,human resources,1,821,3,male,36.25443871706758,3,1, human resources ,1,divorced,2342.59,6090.75,4,True,unknown,22,4,4,unknown,0,,3,3,3,,0,2,2342.59,1970-01-01 00:00:00.000001986,28111.13,unknown,,True,55
59,no,non travel,1944.2222222222224,unknown,2,4,human resources,1,822,3,female,243.0277777777778,2,5, manager ,4,unknown,15703.333333333334,40828.67,9,True,no,21,4,4,full time,1,,3,3,3,,2,2,15703.333333333334,1970-01-01 00:00:00.000001964,188440.0,unknown,,False,55
25,no,unknown,290.03550973654063,unknown,7,1,unknown,1,823,4,male,36.25443871706758,2,1, research scientist ,4,married,2342.59,6090.75,1,True,no,11,3,3,part time,2,,2,3,2,,2,1,2342.59,1970-01-01 00:00:00.000001998,28111.13,unknown,,True,55
43,no,unknown,488.9444444444444,unknown,26,3,medical,1,824,2,female,61.11805555555555,4,1, research scientist ,3,single,3949.17,10267.83,4,True,unknown,12,3,4,unknown,0,,2,3,3,,1,2,3949.17,1970-01-01 00:00:00.000001980,47390.04,unknown,,True,55
50,no,travel frequently,1032.4872861766066,unknown,12,3,unknown,1,825,3,female,129.06091077207583,3,3, sales executive ,4,single,8339.32,21682.23,4,True,no,11,3,4,part time,0,16.0,3,3,2,,2,1,8339.32,1970-01-01 00:00:00.000001973,100071.84,unknown,,False,55
31,yes,travel rarely,556.2566609977324,unknown,20,3,unknown,1,826,2,female,69.53208262471655,1,2, sales executive ,3,unknown,4492.84,11681.39,3,True,yes,11,3,3,part time,1,4.0,2,3,2,,2,2,4492.84,1970-01-01 00:00:00.000001992,53914.11,unknown,,True,55
36,no,unknown,556.2566609977324, research & development ,6,2,medical,1,827,2,male,69.53208262471655,3,2, manufacturing director ,2,divorced,4492.8425,11681.39,6,True,no,20,4,4,part time,2,7.0,0,3,3,,0,1,4492.8425,1970-01-01 00:00:00.000001987,53914.11, manufacturing director     research & development ,,False,55
51,yes,travel frequently,1098.809523809524,unknown,16,4,unknown,1,828,1,male,137.3511904761905,1,3, manufacturing director ,4,unknown,8875.0,23075.0,2,True,unknown,15,3,4,full time,0,18.0,2,3,4,,0,3,8875.0,1970-01-01 00:00:00.000001972,106500.0,unknown,,False,55
25,no,unknown,556.2566609977324, sales ,28,3,life sciences,1,829,1,male,69.53208262471655,2,2, sales executive ,3,unknown,4492.8425,11681.39,2,True,unknown,18,3,4,part time,0,,3,3,2,,2,2,4492.8425,1970-01-01 00:00:00.000001998,53914.11, sales executive     sales ,,False,55
38,no,travel rarely,445.4047619047618,unknown,3,5,technical degree,1,830,4,female,55.67559523809523,3,2, research scientist ,3,unknown,3597.5,9353.5,3,True,yes,20,4,2,unknown,0,19.0,2,3,3,,2,2,3597.5,1970-01-01 00:00:00.000001985,43170.0,unknown,,False,55
30,no,travel rarely,290.03550973654063, research & development ,5,3,technical degree,1,831,4,female,36.25443871706758,3,1, research scientist ,1,divorced,2342.59,6090.75,5,True,no,14,3,4,part time,1,8.0,3,3,3,,2,2,2342.59,1970-01-01 00:00:00.000001993,28111.13, research scientist     research & development ,,True,55
22,no,unknown,290.03550973654063,unknown,36,1,medical,1,832,3,male,36.25443871706758,3,1, research scientist ,4,married,2342.59,6090.75,1,True,no,24,4,1,unknown,2,2.0,6,3,2,,2,2,2342.59,1970-01-01 00:00:00.000002001,28111.08,unknown,,True,55
27,no,non travel,208.82539682539684, research & development ,9,3,medical,1,833,4,male,26.103174603174605,3,1, research scientist ,2,unknown,1686.67,4385.33,6,True,unknown,18,3,4,part time,1,,1,1,2,,2,2,1686.67,1970-01-01 00:00:00.000001996,20240.0, research scientist     research & development ,,True,55
28,no,unknown,290.03550973654063, research & development ,21,3,medical,1,834,3,male,36.25443871706758,3,1, research scientist ,4,married,2342.59,6090.75,1,True,no,11,3,3,part time,1,5.0,2,1,5,,0,2,2342.59,1970-01-01 00:00:00.000001995,28111.13, research scientist     research & development ,,True,55
27,no,unknown,315.5079365079365,unknown,17,3,unknown,1,835,3,male,39.43849206349206,3,1, research scientist ,2,unknown,2548.3333333333335,6625.67,0,True,unknown,16,3,4,full time,1,6.0,3,2,5,,1,1,2548.3333333333335,1970-01-01 00:00:00.000001996,30580.0,unknown,,True,55
56,no,travel rarely,290.03550973654063,unknown,8,3,life sciences,1,836,3,female,36.25443871706758,3,1, research scientist ,1,divorced,2342.59,6090.75,4,True,unknown,18,3,3,part time,1,,3,3,2,,2,2,2342.59,1970-01-01 00:00:00.000001967,28111.13,unknown,,True,55
38,no,travel rarely,290.03550973654063,unknown,9,2,unknown,1,837,3,female,36.25443871706758,3,1, laboratory technician ,4,single,2342.5941666666668,6090.75,1,True,unknown,12,3,3,part time,0,,3,3,2,,2,1,2342.5941666666668,1970-01-01 00:00:00.000001985,28111.13,unknown,,True,55
31,no,travel rarely,405.3730158730159,unknown,12,1,medical,1,838,3,female,50.67162698412699,3,1, research scientist ,4,unknown,3274.17,8512.83,8,True,unknown,23,4,3,full time,1,7.0,0,3,4,,0,2,3274.17,1970-01-01 00:00:00.000001992,39290.0,unknown,,True,55
34,no,travel rarely,290.03550973654063,unknown,27,2,medical,1,839,4,female,36.25443871706758,3,1, research scientist ,2,unknown,2342.59,6090.75,2,True,no,15,3,4,unknown,0,9.0,3,3,3,,1,2,2342.59,1970-01-01 00:00:00.000001989,28111.08,unknown,,True,55
50,no,unknown,290.03550973654063, research & development ,1,3,unknown,1,840,3,male,36.25443871706758,2,1, laboratory technician ,3,unknown,2342.59,6090.75,2,True,unknown,15,3,4,part time,1,,2,2,3,,0,2,2342.59,1970-01-01 00:00:00.000001973,28111.13, laboratory technician     research & development ,,False,55
53,no,unknown,556.2566609977324,unknown,13,2,unknown,1,841,4,female,69.53208262471655,4,2, manufacturing director ,1,divorced,4492.84,11681.39,1,True,no,11,3,3,unknown,2,5.0,3,3,4,2,1,3,4492.84,1970-01-01 00:00:00.000001970,53914.08,unknown,,False,55
35,no,travel frequently,456.5476190476191,unknown,24,3,medical,1,842,2,female,57.06845238095239,3,2, laboratory technician ,2,single,3687.5,9587.5,5,True,unknown,11,3,4,part time,0,,5,3,6,,1,2,3687.5,1970-01-01 00:00:00.000001988,44250.0,unknown,,True,55
27,no,travel frequently,556.2566609977324,unknown,1,1,unknown,1,843,3,male,69.53208262471655,2,2, manufacturing director ,1,married,4492.84,11681.39,5,True,unknown,19,3,3,part time,1,,1,3,2,,2,0,4492.84,1970-01-01 00:00:00.000001996,53914.11,unknown,,False,55
40,no,unknown,556.2566609977324,unknown,38,2,unknown,1,844,3,male,69.53208262471655,3,2, laboratory technician ,4,married,4492.84,11681.39,8,True,unknown,15,3,3,part time,1,,2,4,7,,3,7,4492.84,1970-01-01 00:00:00.000001983,53914.11,unknown,,True,55
22,no,unknown,240.1904761904762,unknown,22,3,life sciences,1,845,2,male,30.023809523809526,4,1, research scientist ,2,unknown,1940.0,5044.0,1,True,unknown,16,3,1,part time,1,4.0,2,2,4,,2,2,1940.0,1970-01-01 00:00:00.000002001,23280.0,unknown,,False,55
40,no,unknown,556.2566609977324,unknown,10,5,life sciences,1,846,4,male,69.53208262471655,2,2, healthcare representative ,4,unknown,4492.84,11681.39,9,True,no,14,3,4,part time,1,5.0,5,1,3,,0,2,4492.84,1970-01-01 00:00:00.000001983,53914.11,unknown,,True,55
46,no,unknown,1032.4872861766066,unknown,1,4,unknown,1,847,4,male,129.06091077207583,3,3, healthcare representative ,1,unknown,8339.32,21682.23,7,True,no,16,3,3,unknown,1,17.0,3,3,4,,0,3,8339.32,1970-01-01 00:00:00.000001977,100071.84,unknown,,True,55
30,yes,unknown,274.13492063492066,unknown,3,3,technical degree,1,848,4,female,34.26686507936508,3,1, research scientist ,1,unknown,2214.17,5756.83,5,True,yes,11,3,3,unknown,0,8.0,5,3,5,,0,4,2214.17,1970-01-01 00:00:00.000001993,26570.04,unknown,,True,55
29,yes,unknown,290.03550973654063,unknown,1,3,unknown,1,849,3,male,36.25443871706758,3,1, research scientist ,3,single,2342.59,6090.75,0,True,unknown,14,3,4,part time,0,,1,2,6,,1,5,2342.59,1970-01-01 00:00:00.000001994,28111.13,unknown,,False,55
54,no,unknown,612.8571428571429,unknown,3,3,unknown,1,850,4,female,76.60714285714286,3,2, sales executive ,1,married,4950.0,12870.0,2,True,unknown,14,3,4,full time,1,16.0,4,3,6,,0,5,4950.0,1970-01-01 00:00:00.000001969,59400.0,unknown,,False,55
33,no,travel rarely,270.5238095238095, research & development ,4,4,unknown,1,851,3,female,33.81547619047619,2,1, research scientist ,2,married,2185.0,5681.0,6,True,unknown,21,4,4,part time,0,,3,3,3,,1,1,2185.0,1970-01-01 00:00:00.000001990,26220.0, research scientist     research & development ,,True,55
52,no,travel rarely,331.3968253968254,unknown,2,3,unknown,1,852,3,female,41.42460317460318,2,1, laboratory technician ,4,single,2676.67,6959.33,7,True,unknown,15,3,2,full time,0,,3,2,2,,2,2,2676.67,1970-01-01 00:00:00.000001971,32120.0,unknown,,True,55
59,no,travel rarely,290.03550973654063, human resources ,6,2,medical,1,853,2,male,36.25443871706758,3,1, human resources ,3,married,2342.59,6090.75,8,True,unknown,17,3,4,part time,0,,2,2,2,,2,2,2342.59,1970-01-01 00:00:00.000001964,28111.13, human resources     human resources ,,False,55
32,yes,unknown,290.03550973654063,unknown,1,3,unknown,1,854,4,male,36.25443871706758,2,1, laboratory technician ,3,single,2342.59,6090.75,0,True,unknown,14,3,4,unknown,0,4.0,2,1,3,,1,2,2342.59,1970-01-01 00:00:00.000001991,28111.08,unknown,,True,55
39,no,unknown,290.03550973654063,unknown,24,4,medical,1,855,2,female,36.25443871706758,3,1, laboratory technician ,3,divorced,2342.59,6090.75,7,True,no,14,3,3,part time,3,7.0,1,3,3,,1,2,2342.59,1970-01-01 00:00:00.000001984,28111.13,unknown,,False,55
32,no,non travel,556.2566609977324,unknown,26,4,marketing,1,856,3,male,69.53208262471655,3,2, sales executive ,4,unknown,4492.84,11681.39,0,True,no,18,3,1,part time,0,4.0,2,3,3,,2,2,4492.84,1970-01-01 00:00:00.000001991,53914.11,unknown,,True,55
31,no,unknown,1032.4872861766066,unknown,3,4,medical,1,857,2,male,129.06091077207583,3,3, research director ,3,divorced,8339.32,21682.23,9,True,no,12,3,1,part time,1,,3,3,2,,2,2,8339.32,1970-01-01 00:00:00.000001992,100071.84,unknown,,True,55
33,no,travel rarely,300.3412698412698,unknown,5,4,life sciences,1,858,3,female,37.54265873015873,2,1, research scientist ,4,married,2425.83,6307.17,1,True,unknown,13,3,3,full time,1,2.0,2,2,2,,0,2,2425.83,1970-01-01 00:00:00.000001990,29110.0,unknown,,True,55
45,no,unknown,556.2566609977324,unknown,23,4,life sciences,1,859,1,male,69.53208262471655,4,2, manufacturing director ,3,unknown,4492.84,11681.39,4,True,unknown,17,3,4,unknown,1,9.0,1,3,3,,0,2,4492.84,1970-01-01 00:00:00.000001978,53914.08,unknown,,True,55
42,no,unknown,556.2566609977324, research & development ,17,2,unknown,1,860,4,female,69.53208262471655,4,2, research scientist ,1,single,4492.8425,11681.39,3,True,yes,13,3,3,part time,0,,1,3,3,,0,2,4492.8425,1970-01-01 00:00:00.000001981,53914.11, research scientist     research & development ,,True,55
29,no,unknown,715.1031746031746,unknown,19,2,marketing,1,861,4,male,89.38789682539682,3,2, sales executive ,4,divorced,5775.833333333333,15017.17,2,True,no,14,3,4,full time,1,,2,3,3,,0,2,5775.833333333333,1970-01-01 00:00:00.000001994,69310.0,unknown,,False,55
25,no,travel rarely,556.2566609977324,unknown,1,3,unknown,1,862,1,female,69.53208262471655,3,2, manufacturing director ,3,married,4492.84,11681.39,0,True,no,12,3,4,unknown,2,5.0,3,3,4,,1,2,4492.84,1970-01-01 00:00:00.000001998,53914.11,unknown,,False,55
32,no,unknown,224.5079365079365,unknown,2,1,unknown,1,863,4,male,28.063492063492063,2,2, laboratory technician ,1,unknown,1813.33,4714.67,4,True,no,13,3,4,part time,0,9.0,5,3,6,,0,4,1813.33,1970-01-01 00:00:00.000001991,21760.0,unknown,,False,55
28,no,travel rarely,290.03550973654063,unknown,9,3,unknown,1,864,4,male,36.25443871706758,3,1, research scientist ,4,married,2342.5941666666668,6090.75,1,True,no,23,4,4,unknown,1,,3,3,5,,0,4,2342.5941666666668,1970-01-01 00:00:00.000001995,28111.13,unknown,,True,55
21,no,travel rarely,333.25396825396825,unknown,3,2,unknown,1,865,4,male,41.65674603174603,2,1, research scientist ,3,single,2691.6666666666665,6998.33,1,True,no,17,3,1,full time,0,,4,4,3,,1,0,2691.6666666666665,1970-01-01 00:00:00.000002002,32300.0,unknown,,False,55
37,no,non travel,1032.4872861766066,unknown,1,4,medical,1,866,1,female,129.06091077207583,3,3, research director ,4,divorced,8339.32,21682.23,2,True,yes,18,3,1,part time,2,,2,3,5,,0,2,8339.32,1970-01-01 00:00:00.000001986,100071.84,unknown,,False,55
38,no,travel rarely,556.2566609977324,unknown,23,4,life sciences,1,867,4,male,69.53208262471655,3,2, healthcare representative ,4,unknown,4492.84,11681.39,9,True,unknown,14,3,2,part time,1,,2,3,2,,1,2,4492.84,1970-01-01 00:00:00.000001985,53914.11,unknown,,False,55
